"","Trans B","Mat B","Mem B","PB","PC"
"Rpl11",42.6781980855899,115.524379742349,97.7975396471936,83.097097778541,63.323482558409
"Id3",1.94447152149997,2.3670348140198,3.86810820568105,0.199936067201778,0.0370799297060378
"E2f2",0.826714209228028,0.176472875014016,0.416379430047102,0.319166973021519,0.122609915945405
"Asap3",0,0,0,0,0.00536680071050243
"Tcea3",0,0,0,0.0554156844435887,0.0382608555315056
"Zfp46",0.0500047723233366,0.0555657039986431,0.0805347786293011,0.0670962461297473,0.0678770973424771
"Hnrnpr",1.24821455512854,0.717016457000051,1.05858557910894,1.02956089901758,0.667325025333578
"Luzp1",0,0.0131650692731575,0.0304644818618787,0.0388808746404867,0.0389991167223735
"Kdm1a",0.124100248065928,0.159819866452491,0.198641557390061,0.194586500394114,0.184726299968375
"C1qb",0,0,0,0.0351511604907634,0.0182394270380146
"C1qc",0.0351156118712717,0,0.0091627357709757,0,0.0236211847265138
"C1qa",0.146827852068558,0,0,0,0.0203930501323667
"Zbtb40",0.0142463148201056,0.0616599652847698,0.0630428742723401,0.0363831272903248,0.0460384754424971
"Cdc42",8.80119599818016,7.75850606853699,8.6995450701253,6.7083834489152,7.7149452947263
"2810405F17Rik",0.034721507232062,0.0136801465589393,0,0,0.0379487016261105
"Usp48",0.478180039104477,0.504116901496729,0.633562735661933,0.715679071052647,0.613694210910825
"Rap1gap",0.00927076367630932,0.222495361339311,0.0599854154201742,0.0212611381544011,0.0485894412469862
"Alpl",0,0.00888669303153892,0.00987396586396074,0.641881390535718,0.329382737105838
"Ece1",0.0213309314062728,0.0715337527276211,0.0810523460933742,0.0257548011669224,0.0199209366343617
"Gm13012",0.120218954189937,0.0573467042576621,0.112127797329747,0.0201601898292388,0.0279553327682223
"Eif4g3",0.656066356687066,0.459984223294394,0.427157572589442,0.25763294473973,0.443248231664547
"Hp1bp3",0.546589858568771,0.748032130346966,0.819025392116741,1.23287596114488,0.995839882064365
"Ddost",1.40903313447471,1.79689620233105,1.56504990945329,26.3532646780225,21.4443207579538
"Pink1",0.485239355099811,0.268633111826342,0.417623283682968,0.347321810034184,0.981460123396246
"Rpl38-ps1",0.0373149459993889,0.022343696080083,0.0128807928831616,0.00791630170777065,0.0180630530309473
"Mul1",0.195107771231809,0.171001087141406,0.214297802531064,0.117028783899369,0.189049717347562
"Pla2g2d",0,0,0,0,0.00270438603043781
"Pla2g5",0,0,0,0.00919606802803092,0.00377339596257627
"Otud3",0.067144140548629,0.0819521089680882,0.00848563131869824,0.0520601218807454,0.0615386293349784
"Tmco4",0.10516976369317,0.0768605081678552,0.146177432674862,0.124312640223871,0.071769629445763
"Micos10",2.83792495155622,2.91081977826069,2.90301713225995,4.75478995221531,3.35711479503786
"Gm16287",0,0.0180258307407683,0.0499625399143768,0.00283068722552701,0.0571540327862401
"Capzb",10.9550124791551,5.25366870402379,5.13770197232583,2.97364422597938,2.97091603027842
"Pqlc2",0.385678875423819,0.236352116236987,0.160997436993156,0.118546307929588,0.127004336700842
"Akr7a5",1.79547286662959,0.862732294912858,0.51894735512466,0.194799637359835,0.347240277088485
"Mrto4",0.392254279533091,0.754540519427454,0.571222423354079,0.749398732381748,0.415859658549046
"Emc1",0.171923733319659,0.169018266223136,0.275430656142395,0.0721664546626063,0.0837010082228969
"Ubr4",0.310100508303766,0.640091702971724,0.890416987924255,0.239518940841634,0.463326988857273
"Iffo2",0,0.00914766358039874,0.00901747592393909,0.0251770949240365,0.0252678512025109
"Aldh4a1",0,0,0,0,0.0122841004378241
"Rcc2",0.306693146415463,0.298687386274448,0.280237101539199,0.180207199386628,0.132929043218735
"Padi4",0,0.0143023719964361,0,0.00747972289617143,0.00789850218802998
"Padi2",0.0310446421908263,0,0,0,0.0108332376719255
"Sdhb",2.62602900265734,1.645273152099,1.47745133644918,3.65378137191797,3.24996864177576
"Atp13a2",0.642987179773304,0.24830177379005,0.217835117616292,0.0453280855535423,0.129984384048643
"Crocc",0.0311879370243627,0.0181732605273119,0.0100315338433497,0.0104898113536595,0.00349789167413189
"Necap2",1.26039864731834,0.974300876358144,0.876655874793273,0.912707594807105,1.11914257930476
"Szrd1",0.937076223840621,0.640054212980837,0.787273298327779,0.588092415467338,0.532611498172846
"Fbxo42",0.174534264702457,0.187790985438656,0.150331219518714,0.178795779871465,0.200173632384368
"Cplane2",0.0573835872060278,0,0.014957125282925,0.00769942559405219,0.00263122160289686
"Zbtb17",0.210268525158175,0.217522604131477,0.209249949820988,0.154076109769861,0.147250784987991
"Spen",0.149348457069021,0.221600392970807,0.143155519203217,0.150982614776048,0.213359005192757
"B330016D10Rik",0,0.00464424355030384,0.0348958890291017,0.0682157965250194,0.0241226846728794
"Tmem82",0,0,0.0120738583121474,0.0135195956957829,0.0257901999982985
"Plekhm2",0,0.13296636301391,0.0161274247991157,0.0535243934668585,0.127380180883522
"Ddi2",0.202244916121868,0.218375983002539,0.244806223347968,0.213658746922584,0.404810521950398
"Dnajc16",0.0517900884479136,0.0609820364756277,0.0292001778468379,0.0139635127597742,0.0463775689168678
"Casp9",0.362283887657166,0.31721679018954,0.231690849736008,0.116853784969255,0.108397011230591
"Efhd2",0.344195668127065,0.538637305894395,0.405627655699957,0.155125395827082,0.169035433282735
"Tmem51",0,0.0197991392462119,0.0117033135600466,0.00205773364381202,0
"Prdm2",0.572766654951841,0.346316370399144,0.484259227110004,0.250163186080107,0.471035575418081
"Gm13050",0,0.00584082506159004,0,0.00342463828662992,0.00117956081608803
"Pramef8",0.0266625745357175,0.0682576987558058,0.0356625923025779,0.0710446516436285,0.0741998911505877
"Gm13080",0,0.0107967303519392,0.00922767291020739,0.00343458218442246,0.00256712162833184
"Gm13127",0,0,0.0135490435542563,0,0.00260496112513041
"Dhrs3",0,0.0573189124737484,0.0249525634294193,0.00205773364381202,0.00557474142065032
"Vps13d",0.170967620197178,0.235022240119372,0.198096175682575,0.102705670128298,0.144722197555865
"Tnfrsf1b",0,0.015079891696001,0.0813172110467363,0.0343884862922235,0.0156767806537853
"Tnfrsf8",0,0.181689202439932,0.0350953021121064,0,0.00171487985203133
"Smarca5-ps",0,0,0,0,0.00570861477314163
"Gm13212",0,0.0740833621764511,0.0287953391465038,0,0
"Gm13166",0.0456394904200413,0.0862529083664501,0.0480204639207161,0,0.00318531528296929
"Zfp992",0,0.0450018649095907,0.00689380691886701,0.00689761116728011,0.00139881829254522
"Zfp993",0,0.0419979344731578,0,0.0107904991261239,0.000769039172695228
"Zfp991",0.13675686910937,0.0318097473586373,0,0.0653811808776895,0.00487681270597895
"Gm13147",0,0.06737869913815,0.0165778335557995,0.00231390329596717,0.00160745966029933
"Gm13141",0,0,0,0.00205773364381202,0.00723248692341161
"Zfp984",0.118135083661455,0.0615151752733588,0.0395475911405146,0,0.02283326877588
"Gm20707",0.0401123345522578,0.114680591004851,0.0871860369541844,0.0187500096009708,0.0208764396708452
"Rps19-ps3",0,0.0202089548217726,0,0.00853589254568801,0.00569587151569651
"Zfp933",0,0,0.0868091423084279,0.019467178764713,0.0622698757749503
"Miip",0.474443915478724,0.503477221928088,0.327299265239059,0.224805107324338,0.171603672613649
"Fv1",0.0807993852791346,0,0,0,0.00751301944728564
"Mfn2",0.0769009953268617,0.0769301011928214,0.17969057855659,0.10594800977718,0.150721764085269
"Plod1",0,0.0558107238511193,0.0347560964318261,0.0602617985977429,0.0558783799392976
"2510039O18Rik",0.208563058463767,0.220845107399663,0.177562216226977,0.123322745964303,0.23899158443285
"Clcn6",0.118490722424753,0.0219739986463382,0.0370955670090066,0.00776059125680434,0.0152745257131173
"Mthfr",0,0.0201764286389597,0.0382743645428053,0.0099537226250206,0.0441878548834999
"Chchd2-ps",0.066849075367025,0.00752088558030663,0,0.0127109399829151,0.0174813600311157
"Agtrap",0.0855413295321014,0.166669989213536,0.179023012550294,0.159163698767961,0.20176376971071
"Mad2l2",0.344384531381638,0.37598166996156,0.308686088596116,0.690604609776892,0.587282461626102
"Fbxo6",0.204798413305653,0.271680743108226,0.271344713998003,0.0786241206970277,0.23987776033088
"Fbxo44",0,0.0514769870449172,0.0323265975897737,0.119509230315728,0.0806116918484547
"Fbxo2",0,0,0.0340390699186841,0.0396984370327386,0.0628489199161962
"Ubiad1",0.272095815747631,0.129248531089661,0.134021881987897,0.086450948465483,0.15406166576591
"Mtor",0.207066526785286,0.0981317620809024,0.23568504618566,0.204333782907089,0.24859732308987
"Angptl7",0,0,0,0,0
"Exosc10",0.572941388715479,0.478532971772095,0.398044828764383,0.429370761428955,0.426342759080025
"Srm",0.477893777655235,0.859668253003975,0.380689619285235,4.21395246110698,4.67798230021207
"Masp2",0,0,0.0381445484572592,0,0.00846913825543683
"Tardbp",0.862985868284884,0.746702725999167,0.731139735541599,0.700050353408509,0.646018413886453
"Casz1",0.0367850294537557,0.0203222965737359,0,0,0
"Pex14",0.281935203864733,0.250823981101555,0.330964229989805,0.195268616902301,0.342543124430409
"Dffa",0.514713995186423,0.287261160937646,0.276181744587478,0.154452512844826,0.132450477496788
"Cort",0.0345066721499994,0.00447064418728934,0,0.00655515437819163,0
"Cenps",1.55218012503367,0.660774848025079,0.317486468628321,0.719300989967425,0.215639588254997
"Rpsa-ps12",0,0.0223649672728168,0,0.0152851772329156,0.0121274421026695
"Pgd",0.857563026084701,0.441983521235582,0.616733780932715,0.316040085571965,0.463588837367678
"Kif1b",0,0.0279220675409402,0.215429202531338,0.146101479533027,0.113227505511892
"Ube4b",0.161036631408464,0.174559155459072,0.140381931309556,0.124101756591885,0.248909235144482
"Trmt112-ps2",0.0332173171636803,0.00449978643842818,0.0273785892627316,0.0311557182610494,0.00401926278797605
"Nmnat1",0.043498611088866,0.00212986241947082,0.0179749967048063,0.0826133117053101,0.0708026610596338
"Lzic",0.600440806128717,0.463802824580342,0.381654907473425,0.303872935010838,0.191912808439639
"Ctnnbip1",0.0986313863238056,0.0589141910360337,0,0.121074165750338,0.135839335308046
"Clstn1",0,0.0224818138962934,0.00911382409221362,0.00619925787262758,0.00596973998892068
"Pik3cd",0.436106891802649,0.43617249420387,0.399561280511146,0.188444655146907,0.331508937140595
"Tmem201",0,0.0919995992864777,0.0190804861081347,0.0193212066841784,0.0240424654835426
"Slc25a33",0,0.15251508038206,0.0662006137705316,0.123591988184872,0.158909328552365
"Spsb1",0,0.0171389215914842,0.0697252836444718,0,0.00325495393743291
"H6pd",0.0282766152575141,0.0418629833970568,0.0435339692879484,0.0334252612533259,0.0517422281792912
"Gpr157",0,0.028480648269121,0.104726135520555,0,0.0010964143112516
"Eno1",1.06268542053599,0.662648860584785,1.71811821381539,1.13917782145088,0.434659371824833
"Rere",0.6660568066118,0.67815382422951,0.583009497165385,0.287542881450534,0.480345073315072
"Gm13092",0,0.00616814102375372,0,0.0209062806435711,0.00887555660597272
"Gm13091",0.195856622640626,0.0718966776644715,0.0545776477375422,0.0150637637571378,0.0260209415418323
"Rps15a-ps3",0,0,0.0399832410633964,0,0.00401910156652404
"Errfi1",0,0,0.0204548782364558,0,0
"Park7",2.82154822929122,2.97785561880048,2.52585306280941,4.24996925156568,3.51185837324284
"Camta1",0.277800125972446,0.277681595409722,0.258897208300916,0.239358784001256,0.18554460450563
"Per3",0,0.0744187429884496,0.0742425044358596,0.0237389742643733,0.027321290756081
"Vamp3",0.274070414657743,0.336549285920841,0.350275478298376,0.664278336892361,0.871692531600527
"Dnajc11",0.242475218514291,0.167366527450594,0.158838348978638,0.188121390033566,0.180357682912615
"Thap3",0.669491120559022,0.629225293272229,0.672280313605393,0.22899289896057,0.356657147782394
"Phf13",0.0282766152575141,0.03057890826018,0.0110556704055766,0.00767415525593738,0.0455713655511307
"Klhl21",0,0.0272476838269809,0.0326298408499472,0.0133297232209985,0.0373673345685869
"Zbtb48",0.213833153652903,0.0867393195536683,0.0578156646139916,0.0799278849366817,0.116390843287285
"Nol9",0.114049573708487,0.119796120381059,0.187650877237574,0.114166704176537,0.147403812773316
"Plekhg5",0,0.0496768422396309,0.0429355517331315,0,0.0143518907781547
"Tnfrsf25",0,0,0,0,0
"Espn",0,0.0153817504753363,0,0,0
"Acot7",0,0.151048943168912,0.0653029889760826,0.257873509405141,0.0276887744305146
"Icmt",0.0731827526527783,0.113942109070492,0.157835748989892,0.0874980567496116,0.070702353097843
"Rpl22",27.4593738383245,65.9884352420246,51.7940812766105,39.9939284567378,28.8785256805308
"Kcnab2",0.128779367149203,0.292375163816004,0.243960930874529,0.398603029350651,0.697545452244342
"Nphp4",0,0,0,0.0132881674030143,0.00423404800252141
"A430005L14Rik",0.70285861497843,0.327965033334079,0.327880001788931,0.491012268518443,0.414447320149588
"Dffb",0.280738002469196,0.152260251577732,0.209531653791668,0.0843513990694575,0.134848409901311
"Cep104",0.0457218963008733,0.0997282509835769,0.206076656565738,0.0952361324460979,0.0982358057034693
"Lrrc47",0.291366620657793,0.181770954653605,0.306894292651094,0.124144586313544,0.195547920008299
"Trp73",0,0.00839326531556254,0,0.0363859548689631,0.00839535948220205
"Wrap73",0.324927047881023,0.157100561325567,0.217981249221247,0.250125762151335,0.230905990403149
"Tprgl",1.06992580861558,0.822450696298752,0.852452196577624,0.457395971574912,0.902929448517064
"Arhgef16",0,0,0.0281533643871622,0,0.0290074949082232
"Prxl2b",0,0.10900639470182,0.146227189748749,0.0243565622829653,0.108471183536305
"Tnfrsf14",0.17461262509742,0.0899973497001059,0.218649070108389,0.0381131302281135,0.120934295166317
"Hes5",0.123891599914639,0.102364946787756,0.141584776587606,0.00741312537703982,0.00974996287390479
"Pank4",0.0375534226780697,0.0590465532500252,0.0631359896611595,0.0289263049118542,0.0367928329194443
"Pex10",0.145233529031769,0.110986607890687,0.127242424001913,0.102067046379082,0.0786275174914792
"Rer1",1.22847023822066,1.48882902667496,1.12974536588335,2.84464519113873,3.7202657232505
"Morn1",0.0881638671726412,0.0577504561412976,0.144309622971573,0.100851406511042,0.194205403923408
"Ski",0,0.183091541324054,0.321018271618828,0.0222159396759861,0.0529342667146042
"Faap20",0.353612219342073,0.364341221717248,0.476494233168948,0.378984758904657,0.288008155186219
"Prkcz",0.0160977697441099,0.261138955471864,0.216341350616856,0.100452019293141,0.106433914343709
"Cfap74",0.00927076367630932,0,0,0,0.000701810979444119
"Gnb1",0.628932092890152,0.62213222425991,0.516801121641436,0.80957878440855,0.738208689223112
"Nadk",0.452809146471759,0.55967070042657,0.61967319732899,0.296645669435955,0.426037774403956
"Slc35e2",0.125277280893748,0.188514731467367,0.0592066580494651,0.0947655002101738,0.12781360051343
"Gm16023",0.147322859441507,0.125122587699549,0.16122044835347,0.0580984596513491,0.131662779213658
"Cdk11b",1.31952613562405,0.800404952790029,1.02535970666373,0.637111411030946,0.93836013723431
"Mib2",0.0881328654926778,0.0675116264103235,0.0342956591043563,0.0333987322387792,0.0677107395847478
"Fndc10",0,0,0,0,0.00320004053383685
"Ssu72",2.53861772031305,1.47580636515064,1.96333363783796,1.94387204518143,2.80496394940715
"1500002C15Rik",0,0.0122275248120063,0.016521690780073,0,0.0118006623652872
"Atad3a",0.142714403304357,0.288719189718644,0.123567656636985,0.252650566970411,0.19198762939215
"Atad3aos",0.0506957597586155,0,0,0.00429674954376666,0.010821280105103
"Mrpl20",1.67906310365166,1.24163213011384,0.767654429772499,2.31534249107608,2.14749683740809
"Ccnl2",1.03217250196364,1.10234296686517,1.41520436009478,0.722542921836884,1.03237556379417
"Aurkaip1",1.81128431598539,1.92108608237387,1.63781806459632,2.44183290932618,2.21636242406388
"Mxra8",0.0705999683898,0.0782916776323172,0,0.0336435302058046,0.0634389669575753
"Dvl1",0.0579480323008541,0.0621455159985825,0.0137292098012497,0.0198094984467454,0.0534947320726491
"Cptp",0.263445588745289,0.0662051440090251,0.0881236997992237,0.318973403747277,0.533353105000293
"Ints11",0.654742708351545,0.471800140199386,0.478038051026411,0.65844054718604,0.391619849009828
"Pusl1",0,0.089344971860976,0.0109496436495381,0.0524922553163102,0.0204246636025383
"Acap3",0.0375944541764526,0.014475739081219,0.0231966605742919,0.0894040611540402,0.134270974865086
"Ube2j2",0.777185695110865,0.692359157891156,0.704693339752656,0.666756240192552,0.741851898632934
"C1qtnf12",0.041361644486134,0.0204879306628061,0,0.0605553720114327,0.0359710954927355
"B3galt6",0.0271219932547412,0.0798261121445761,0.0472892669131505,0.0687817925262969,0.0934649794094636
"Sdf4",1.97723339616337,2.14292140739933,2.78226514959024,5.14276674562968,10.481853813021
"Tnfrsf4",0,0.00942104944067136,0.0320458076690988,0.00689761116728011,0.00663878576634204
"Tnfrsf18",0.141473703200479,0.393565410000117,0.0270495570162221,0.0916945560466585,0.180637047506474
"9430015G10Rik",0.0754381739261052,0.121527827522609,0.077574428580685,0.0903009642612661,0.0293964840840695
"Agrn",0,0.0121092994942084,0.0561321687223083,0.0121635033049223,0.04271676526507
"Isg15",0.507663339502719,1.54701085609149,1.3131999052459,4.26366444915161,7.79943378826979
"AW011738",0,0.00915543972186592,0.0575798341870774,0.168115201942534,0.366091504729183
"Plekhn1",0.156361408312014,0.0446846729459432,0.0850565048787364,0.0429463870123244,0.0682598326097636
"Noc2l",0.401365463353769,0.312068041560899,0.190443254568492,0.158862648467495,0.146790546889626
"Samd11",0.0335742429854966,0.0133749102622247,0.0253929775740209,0.0788252508304094,0.0916957162475456
"Gm15772",23.3356009113097,42.4020624963265,34.4232201910271,39.0856990440133,32.3804132299868
"Cdk6",0.108840199518765,0.111765808965077,0.103087973573825,0.0869816052917212,0.0607936431111863
"Fam133b",1.20136160004541,0.754101493778552,0.585087286815519,0.407036855241062,0.447165044025574
"1700109H08Rik",0,0,0,0.00893245740138788,0.00307004248105838
"Rbm48",0.287439167803434,0.407181080418672,0.324284100458957,0.195326233054817,0.256695725491047
"2510017J16Rik",0.0424036049795502,0,0.0280608321872541,0,0.00459974601070339
"Pex1",0.147146287381765,0.0826969796165906,0.019164826439346,0.020503354136862,0.0585275658538594
"Gatad1",0.0561150326579194,0.126098013870393,0.131965995893848,0.205877515022942,0.213331830111019
"Ankib1",0.0940816332369094,0.144722591526218,0.166793115858366,0.0566031315984352,0.193672160675161
"Krit1",0.494081361102076,0.891782492990015,1.09588442186453,0.293345830846471,0.604589362644597
"Rps4x-ps",0.0196879514965804,0,0,0,0.00285412654571449
"Mterf1a",0.215836463263658,0.228472793534596,0.172716540736573,0.0748796245769501,0.115756775139957
"Akap9",0.660185670710105,1.02287493579861,1.00291353637166,0.521677349681275,0.968578288357252
"Cyp51",0.0960699863674239,0.294217855007585,0.159235159158647,0.379903644061047,0.236792540486657
"Mterf1b",0.0608730577164065,0.0346411560807134,0.0194079045382546,0.0151309236667277,0.00872923274123439
"Cdk14",0,0.0500751906488805,0.0629888032726278,0.0130941419872388,0.0119746505672276
"Cldn12",0,0,0,0.00717379933812021,0.00638191438189691
"Gtpbp10",0.0969784189384097,0.0358296348248982,0.0147494522341328,0.0251608669956118,0.0263970786379217
"Gm15459",16.5548463835885,18.9525230939379,12.7046312596832,14.2407814668935,6.91484583741788
"Tubb4b-ps1",0,0,0,0.00342971173449489,0.00568948527334548
"Steap4",0.225342137438526,0,0,0,0
"Sri",3.27642637376923,4.05811198150883,3.98864589612265,1.70443871723188,2.03960722042652
"Dbf4",0.0927356785978045,0.143499839405463,0.263609907730546,1.133566868039,0.312593748522532
"Slc25a40",0.0708623599919774,0.047823839708164,0.266905159574983,0.165922479157802,0.0718516576204131
"Rundc3b",0,0,0,0,0.00207420074818877
"Gm5106",0,0,0,0.0235329923913234,0.0327334077573612
"Abcb1b",0,0.081379386530564,0.111650920960831,0.393787939879131,0.489322842790004
"7330423F06Rik",0,0,0,0,0.0140545881025683
"Abcb4",0.113151097031013,0,0.0399832410633964,0,0.000922098176317012
"Crot",0.259081138164387,0.20224182210645,0.172010597715837,0.18111387898952,0.287148401176415
"Tmem243",2.02976501886648,2.5142576830674,2.4881499537353,0.611328844799303,0.519668523391264
"Dmtf1",0.381682703080967,0.267468333955688,0.35462841717709,0.187098701536468,0.266122453296095
"Gm7332",0,0.00628475250777952,0,0.00656203316346008,0.00726499761449308
"Gm8871",0,0,0,0.0361004569653511,0.0456051557070965
"Gm8857",0,0,0,0.0283305479821426,0.0130355996128658
"Gm8879",0,0,0,0.0457511369333423,0.0209345640570229
"Gm5861",0,0,0,0.0109748957008335,0.00873795137655856
"Gm8890",0,0,0,0.0236124550145904,0.00507199687781079
"Speer1",0,0,0,0.00209999622499649,0.00985799768004645
"Gm8897",0,0,0,0.0923165316324216,0.0544722914307652
"Gm8906",0,0,0,0.0601538582091444,0.0166796633542953
"4933402N22Rik",0,0,0,0.142856747666802,0.00887149925531156
"Cacna2d1",0.02598978454281,0,0,0,0.00344579499920959
"Cd36",0.0505375107149174,0.184505071863514,0.0386640765890445,0.651681415168866,0.128310661419486
"Magi2",0,0.0118794611108996,0,0.00605506517036574,0.00227987669456967
"Phtf2",0.146360099626638,0.199517609885722,0.256119767218394,0.0617274137439935,0.14964576644305
"Tmem60",0.718566780575856,0.707623726607731,0.780410452247899,0.237043808590839,0.446050425320909
"Rsbn1l",0.873339437343955,0.812155749259601,0.960090363163178,0.572913457697294,0.93435759364111
"A630072M18Rik",0.0884732790433024,0.131751646831057,0.139918597403054,0.0919782726935233,0.183824791706563
"Ptpn12",0.054538719571464,0.100699012726085,0.0915472349241826,0.0118054096951837,0.0124717903992611
"Gsap",0,0.014009593136814,0.0848262727705575,0.0955883318086543,0.142396112662082
"Fgl2",0,0.0364986164457584,0.471736235885643,0.0292618191173172,0.0692285175767451
"Fam185a",0,0.0568660504857585,0.0905615002551457,0.0267969083450789,0.0421272656002298
"Lrrc17",0,0,0,0,0.00100357193372737
"Gm6543",0,0.0113163431709102,0.00758582580135557,0,0.00205694226979428
"Gm8539",0,0.00777999656549441,0.00921602813535222,0.045128933535519,0.01351431497824
"Armc10",0.36623122719834,0.499229113296109,0.587723731722887,0.198387155912873,0.133617059561449
"Napepld",0,0.0525370937534342,0.0261641447957596,0.00666979055932025,0.0289489606245424
"Pmpcb",0.597435421748499,0.459422463185026,0.429820315749794,0.510306651752774,0.573100591613704
"Dnajc2",0.876483726430455,1.1783717211078,0.876635268199913,1.23339054775712,0.572298018350522
"Psmc2",1.09262698818428,0.925383490684944,0.898129457768863,2.06873215328913,1.68807572719809
"Reln",0.0534505345074795,0.177807845458111,0,0.63007996328238,1.51925855785023
"Gm10475",0,0,0,0.00342463828662992,0.00910775649035763
"Dnaja1-ps",0,0,0,0,0.0138448938694036
"Orc5",0.136485303690231,0.151166086886113,0.172184794465705,0.175668382416976,0.195762749425483
"Gm15421",0.0684221349132898,0.018397975693699,0.0329547812990503,0.0157668763388493,0.0210229585378364
"6030443J06Rik",0,0.00788408933295785,0,0.00423534474793227,0.00819876944143816
"Gm6560",0,0,0,0.0169035109629433,0.00444598464958424
"Lhfpl3",0,0.00849589416615745,0,0,0
"5031425E22Rik",0.951763091994862,0.472056936242003,0.43523499324106,0.692017901076925,0.899427496113057
"Kmt2e",4.00714070027066,4.09983887821708,3.78991613567117,1.93280456373534,3.05278635667515
"Srpk2",0.426247163482601,0.966935533867641,0.805185315256104,0.635322329942877,0.78242818087318
"Gm43566",0,0,0.0138591006485898,0.0186792647647752,0.0302538843681808
"AI506816",0.171256012797828,0.473511173803968,0.354060577333112,0.462096124200841,0.388365375897968
"Pus7",0.0128756784346357,0.0791299449514196,0.0756891176420694,0.0721496361528771,0.0635618716310134
"Rint1",0.52764106590955,0.211343970668455,0.25159616706345,0.477082424971648,0.770826561791267
"Tomm7",3.54183862832744,3.8583690528423,4.50635440458811,7.05789879863389,5.52011962107224
"2700038G22Rik",0.426310618555714,0.586076869578479,0.236553327360876,0.480524681178304,0.676006756718284
"Fam126a",0.118769284477823,0.248550104294491,0.0524880083316205,0.0570533471283042,0.0670093125456567
"Gm6745",0,0,0,0.00317778062910756,0.00423419770777168
"Klhl7",0.0307505097938355,0.130559392756848,0.144727563862322,0.0491710699547287,0.0970282831312279
"Gm3724",0.0451217971903821,0.00628475250777952,0,0.0161361886013167,0.0145800205726093
"Nupl2",0.0715089996979117,0.178755714023462,0.13802708919386,0.0551745408903121,0.086563681834536
"Nos3",0,0,0,0,0.0102208218225805
"Abcb8",0,0.088378449836931,0.0459923740422153,0.0257659839498847,0.0548094081151679
"Cdk5",0.194715946757306,0.341139350045903,0.305096585401063,0.299900715789743,0.41258646805966
"Slc4a2",0.130732780115767,0.0544851571702447,0.0952224020991869,0.0811969239472608,0.0948617092310459
"Fastk",0.515494415837612,0.437679911463608,0.288822565116272,0.553746067323352,0.723757224050509
"Tmub1",0.416665126629803,0.391718409397442,0.404777786532887,0.08636173111776,0.0954504747223303
"2310074N15Rik",0,0.0170052984052706,0,0.00874328370502984,0.00782096813114112
"Agap3",0.049392868443595,0.0174982393645931,0.0293150434631012,0.0427117412997691,0.0599048566783938
"Abcf2",0.422965542890806,0.565042234695074,0.477431340903389,0.57263568786939,0.54370858237529
"Gm10221",0,0.00749215275231168,0.0508882062340287,0.0656919190226773,0.0531772355644899
"Chpf2",0.154509097512477,0.141619171741243,0.100196744123623,0.164460835164187,0.285104131485764
"Nub1",0.767084730426709,0.896819776357347,1.24422765821433,0.308855337228113,0.667457530335712
"Gm26648",0,0.0170523292186808,0,0.00679808821524399,0.00914542234225541
"Rheb",0.897968729679555,1.1974652999923,0.765784846875518,1.55034516055525,1.78529538317814
"Prkag2",0.102595582011125,0.0757079527631275,0.100331504640692,0.0645635407637811,0.0573316988589237
"2900005J15Rik",0,0.0292277248609577,0.0358302882727539,0,0
"Galnt11",0.210137044696425,0.269426169693423,0.323888637925413,0.0427167523874464,0.25116788494514
"Kmt2c",0.383717077796724,0.703053420088783,0.663435213229108,0.182570147699454,0.360233802523943
"1700096K18Rik",0.160672919585714,0.0958400650003819,0.128652651801763,0.0683355960280023,0.0938811455278155
"Xrcc2",0,0.0130903588599099,0,0.0726680623431678,0.0216038631156703
"Actr3b",0.140795517920307,0.0339103537921044,0.00998746925118796,0.0677461148283359,0.139766642398804
"Paxip1",0.0595521909854199,0.0662675410207,0.0288091717466806,0.153828649053007,0.0502071950723973
"Insig1",0.128887408156378,0.0846309249237186,0.108915615247911,0.623423288448966,0.652523555913073
"Rbm33",0.255989943246361,0.214376713892186,0.339192662266073,0.20974088916281,0.230299816839024
"Gm10290",0,0.00458854369614268,0,0.0156096481449537,0.00523873783331908
"Lmbr1",0,0.046686708410478,0.0988851331396464,0.00479152459394558,0.0103615221712291
"Nom1",0.424709887085772,0.166045189433924,0.31962850921603,0.248921148620523,0.207826168774462
"Ube3c",0.0459115645951351,0.105348350099951,0.146528472626949,0.0710691396349867,0.0745165698100505
"Gm5129",0,0,0.042881036382894,0.0166068776415663,0.0539477894252103
"Dnajb6",1.00212026110675,0.692326055028521,0.810187820141436,0.992549259366053,1.00672367350554
"Tyms",0.0249918880447895,0.162674750402887,0.135057318895417,2.39669866758535,0.136097811603848
"Hadha",1.02170447642387,0.846164070572531,1.13054673799116,0.883258588147997,0.852832407588196
"Hadhb",0.557263011122857,0.818732641687757,0.858621875598879,0.724135519233216,1.21467156195082
"Selenoi",0.0132499303214331,0.0821492588176851,0.18937339900421,0.0984739118312009,0.0686279163366375
"Slc35f6",0.116088016465582,0.158249374310615,0.0431159147468083,0.0721678650186153,0.0479285416642414
"Cenpa",0.375448126893896,0.260147987278394,0.182128212181001,3.84883464405847,0.287157220881333
"Mapre3",0.0870353743020653,0.107536050663641,0.0717142312658246,0.0522438394259505,0.142893443324232
"Gm19409",0,0,0,0.0027227945955824,0.00478423979713352
"Tmem214",0.398620910169895,0.331326375398637,0.344505943259674,1.79354422594527,2.11136744593599
"Gm43808",0,0,0,0.035096778346144,0.0491618094784251
