"","IgA","IgE1","IgE2","IgG","IgM"
"Vps29",1.15697059956874,1.17896770195734,0.933023690864193,0.982039278602234,0.933803015751181
"Fam216a",0.14991324503327,0.144690216907219,0.220114500336496,0.124877715188197,0.171438610651964
"Gpn3",0.0777411501670906,0.314871687175832,0.161538638358903,0.0492135859243346,0.173685497605432
"Arpc3",6.13489266974767,4.69997094130801,6.1533070788535,4.38189199599562,5.48124120382994
"Anapc7",0.132721316443453,0.110143971170641,0.126017552433622,0.126916698998043,0.164478302243807
"Atp2a2",0.691584727297808,0.956385454064937,0.769616814485041,0.744027345800109,0.792300430358743
"Gm43359",0.00714433929448456,0.0176720208241426,0,0,0.00581252640401949
"Gm43360",0.0069542390622533,0.00390226217299821,0.00490526238408494,0.0274736949613042,0
"Gm43361",0.0386544152994932,0.0379163418943702,0.0206135567086585,0.0319289581346075,0.0384299120765382
"Ift81",0,0.00547580517321221,0,0.0149268335197423,0.00516116172236729
"P2rx7",0,0.00442921342064045,0.0166853207244524,0.0145730431372973,0.00268640547499173
"P2rx4",0.294196214132076,0.734723519787699,0.261756548932445,0.449886735653153,0.609744200209064
"Camkk2",0.0245278290612808,0.035225467044092,0.0554442450845272,0.0164898651054844,0.0273211193544809
"Gm43684",0.00752820296054137,0,0.00624654973034506,0,0
"Anapc5",2.9021473676038,2.58447995051733,1.93787644188996,2.79114976861494,2.38158317742884
"Rnf34",0.463752090199292,0.406859562284702,0.32390059501104,0.260691156207413,0.3523971025161
"Kdm2b",0.214606206679291,0.314437684321055,0.159893944288434,0.284874876904174,0.255940257270565
"A930024E05Rik",0.0422935304571839,0.0712047261654326,0.104781893917261,0.14222269420408,0.0715324073802699
"Orai1",0.354709631616403,0.392873242437039,0.242808867097656,0.372878970668332,0.412955593697397
"Gm6444",0.0186358629831222,0.00435266161978059,0,0.0119514875471823,0.00673214739621692
"Tmem120b",0.0353197320205535,0.0768002246953457,0.117969721382556,0.150652669251706,0.105008975176099
"Rhof",0.584861120177502,0.378305261801599,0.335352583337167,0.392687658406472,0.338377537397959
"Gm43413",0,0.00351951500345521,0,0.0166320810223487,0.022546403676603
"AI480526",0.308645184684173,0.263782992266488,0.299420329308913,0.379245833513079,0.30494819404936
"4932422M17Rik",0.103603454442879,0.0117288512577997,0.0300288146495699,0.0639184028079124,0.00635750012819958
"Setd1b",0.0852194005856748,0.103527528431582,0.158755604155503,0.141549327009504,0.0608414763868977
"Psmd9",0.409391939673407,0.455971657923347,0.305788026291958,0.398691534493337,0.411617952570801
"Wdr66",0,0.00192949281272396,0,0,0.0152272339808226
"Gm15860",0.02825355138425,0.018489408545247,0,0,0.0507806690799324
"Bcl7a",0.0516244195950997,0.0791215518895273,0.0174428723644451,0.0327262266259123,0.14798885870665
"Gm15747",0.00800743488257878,0,0.0395652816843889,0,0.0169907807669769
"Mlxip",0.117517924536102,0.0919407674891406,0.0658641115081468,0.0779417938621039,0.0255273728228037
"Gm42908",0,0.00867556566798045,0,0,0.0119488482794476
"Gm43813",0.025730104107824,0.0547239704125424,0.0316705713414862,0.0644805352814883,0.126280940302646
"Diablo",0.442557612418093,0.404846474744108,0.458605090603634,0.438761301004761,0.382486727131298
"Vps33a",0.131440811377481,0.276183744885336,0.159291056925275,0.231259875663767,0.19750980025653
"Clip1",0.252456891711666,0.331484136544679,0.206399738926055,0.30187305608181,0.268903003867655
"Zcchc8",0.192550411896488,0.173989305043493,0.265001859548607,0.267675000873687,0.169958908823963
"Rsrc2",1.51242602448014,1.14120075341847,0.986148260078741,1.07667541917415,1.04677227648965
"Kntc1",0,0,0.00908477632392516,0,0.019551543057561
"Denr",1.07569591161268,1.2424655944903,1.00622171882179,1.02595025003624,1.38034272508097
"Ccdc62",0.11625924253022,0.119956126389142,0.10073563145451,0.118823555980043,0.0932757119605901
"Hip1r",0.344696435157309,0.145290672095255,0.156311374514908,0.194882816820345,0.18569639973388
"Vps37b",0.0629918858234469,0.0308222454902156,0,0.0298451055995081,0.0785463415057726
"Abcb9",0,0.0747850995399401,0,0.00815717458844653,0.00710814026130217
"Gm16001",0.0812739064950199,0.0321324788889756,0.0829316866206221,0,0.0956455919358677
"Ogfod2",1.05729988760647,0.969671031477359,1.12341507757041,0.503862368525831,0.951761793955835
"Arl6ip4",2.13044514494335,1.98980147873563,1.92129174834298,1.73448325866252,1.80207779331407
"Pitpnm2",0.0380001871396375,0.02919873662979,0.0134897482525454,0.0926078294129549,0.0420552893308263
"Mphosph9",0.0256330910868895,0.0181075974513882,0.0258756566626758,0,0.0317608505301612
"2810006K23Rik",0.0699401319644445,0.0525329552740109,0.0272374173263053,0.0475287452003298,0.0887815557308416
"Cdk2ap1",0.048177210652763,0.0428259406666942,0.0426313980347481,0.0237898391923764,0.0489765903609931
"Sbno1",0.867605536540681,0.720594652952075,0.690283931647051,0.912027715501166,1.23620528927122
"Gm37415",0,0.0105483960315513,0.0182550477944425,0,0
"Kmt5a",0.198389887751179,0.185294729656037,0.187640146883878,0.260676231595877,0.173777101260166
"Rilpl2",3.79269505972193,2.74076716509091,3.82839678966859,2.69025941332406,4.95094363116673
"Snrnp35",0.117204827441497,0.12015422942952,0.187914616439075,0.064295545204949,0.0969642179614237
"Rilpl1",0.0641497574004533,0.119594059208587,0.0072779561309531,0.137882628231805,0.133878986738886
"Tmed2",8.15639330636424,9.70270815947017,9.6379321139213,9.22080277725838,8.13545284892523
"Ddx55",0.140183168288798,0.102925220977772,0.0277559574673266,0.172312677578083,0.0860519179512853
"Eif2b1",0.192308978618402,0.211115226923652,0.247557561225189,0.161859066763989,0.161327992709113
"Gtf2h3",0.30552137742771,0.182413623585751,0.246427966125783,0.162601550307485,0.273223194158026
"Tctn2",0.0106495485652691,0.00475877881395709,0.0159212020433357,0,0.019110291259095
"Atp6v0a2",0.591384390583016,0.682931295514551,0.813836494222009,1.03558311930342,0.638522442492674
"Ccdc92",0.103302146789563,0.053249764308083,0.106590087152592,0.0893565936627682,0.0375242038472713
"Zfp664",0.161586089003058,0.193241049073027,0.147580185731291,0.182167677035709,0.172000877434229
"Ncor2",0.0549470102117336,0.0372389225355446,0.0864830395184279,0.0192412515066284,0.0966041283900754
"Scarb1",0.00301683809226261,0.00389533407692267,0.0147842564755688,0,0.00542036943365945
"Ubc",1.89877439757294,2.50039389101498,2.05224052950769,2.18664847006622,3.23175691751317
"Gm10382",0.00672949074464838,0.013437415378077,0.0285699163341836,0,0.0120297987653798
"Dhx37",0.0319701106731556,0.038095968829619,0.0592589215130852,0.0460461478306571,0.023507632002065
"Bri3bp",0.557677284753081,0.594408039902836,0.833979927065846,0.839597999575507,0.550777690585295
"Aacs",0.0780452966519417,0.130446320714995,0.127513154981216,0.183705393831111,0.0902986980782751
"Gm7774",0,0,0.0122327343106919,0,0
"Slc15a4",0.136062314914926,0.265522142109223,0.283321661204401,0.133299318389764,0.348381013773443
"Gm43474",0.00677037036588868,0.00960826168354606,0.0265270410760767,0,0.00226146957591722
"Stx2",0.00681769379678474,0.0184793329211544,0,0,0.00716215992917401
"Ran",2.40655275417108,2.42292677239077,2.61084674132736,3.20180452426862,2.53387477350951
"Rps16-ps2",0.477785768191016,0.447621475482802,0.74644161149804,0.446999550229546,0.483928911786382
"Gm40332",0.0190745107511825,0.00706950911841857,0,0.0220391228257321,0
"Sfswap",0.221930895984495,0.290449873510559,0.255287399964349,0.248579349451388,0.325429732828194
"Gm42979",0.0154983111534284,0.0174170741837405,0.00933268099963604,0,0
"Gm6139",0.023248368551995,0.0204565769587596,0.0544813052963525,0.139373351417918,0.0619279935671866
"Zfp11",0,0.00876325636625812,0,0,0.0176507539598876
"Mrps17",0.87881856408364,1.15271158758951,0.939085876289482,1.14921007845737,0.943889058197996
"Nipsnap2",0.415335037190745,0.529653226379336,0.304972849674829,0.405842130713783,0.401036997286536
"Psph",0.720905966884259,0.706012636375515,0.574102653039964,0.854696360021555,0.818541908477791
"Cct6a",1.00070634534413,0.848975594521231,0.78488038995829,1.12421220784826,0.779787530432664
"Sumf2",0.0411510198667909,0.0437510543662378,0.0659711372211042,0.130222080211994,0.0477763412181754
"Phkg1",0,0,0,0,0
"Chchd2",9.19386985862998,8.70973963743592,10.664676943283,8.56827237545157,10.3950504872934
"Zbed5",0.0161703113270498,0.0258619876341831,0.00994581464315551,0.014103981026463,0.00950289229300344
"Nupr1l",0.0451124797671415,0.0455887751744657,0.0441109277518518,0,0.0430086006804313
"Vkorc1l1",0.207438563758808,0.12556691416496,0.152182767183478,0.0999035535145335,0.148061518522569
"Gm43482",0,0,0,0,0.0109506451959627
"Gusb",1.54992323813518,1.17388329628265,1.5228582580212,1.86044153281746,2.36147142377661
"Asl",0.349028616654165,0.236329181687486,0.386591753223659,0.282128251904056,0.29063549548649
"Crcp",0.30764055862547,0.326081935522779,0.36528457509103,0.323547397097612,0.470825610010067
"Tpst1",1.06351753163579,1.83684954112107,1.42928629042406,2.73527939675457,2.54808724876869
"2210412B16Rik",0,0,0,0.0140679051396078,0.00886149901223236
"Kctd7",0.0314001005924935,0.024388871460395,0,0,0.00251276268641576
"Rabgef1",0.208374896941451,0.193646955724001,0.137410528768609,0.0540821843732002,0.213165001108811
"Gm15920",0.0569670320787336,0.101206198822948,0.183797218583287,0.12896257140306,0.0886584273184231
"Gm15921",0,0.0034677620457893,0.0130502779155695,0,0
"Tmem248",6.98715166689937,7.05574436407578,5.19261470468138,7.69716588444062,6.67936248137175
"Gm6598",0.0669850131419495,0.0510959415058128,0.0645324276449411,0.0728943669438067,0.0737347129812415
"Gm42467",0.0382931157331327,0.0104534148830316,0.0127087246984217,0.0220391228257321,0.0275769192340562
"Sbds",0.605415459634459,0.771879329174101,0.589857451574868,0.575725775026093,0.659945047080404
"Tyw1",0.234689404948691,0.288054989105815,0.246780207865743,0.272063198633942,0.356571668192456
"Galnt17",0,0.0178239856309429,0.0363452621066525,0,0.0860520563785303
"Gm10051",0.00624604876071112,0,0.0155961478636635,0.0251023665292464,0
"Castor2",0.0472539794634005,0.0354992531570578,0.0640608906313116,0.020011959515166,0.0416727759059507
"Rcc1l",0.102907079657232,0.0954350448041023,0.102205395898578,0.0703873518228449,0.0758742854984538
"Gtf2ird2",0.0675699272866312,0.0890399385313553,0.121890822781552,0.0818862103231521,0.0267045771397327
"Ncf1",0,0.00786833229900902,0.0182550477944425,0.0237898391923764,0.119144152253047
"Gtf2i",0.20124162862989,0.318233041287094,0.25452346945584,0.389622790562274,0.2083394429849
"Gm43481",0.0137406440642876,0,0.0247619067962678,0,0
"Gtf2ird1",0,0,0,0,0
"Clip2",0.0916944883132228,0.0528311836298694,0.0632476038041943,0.153330272230318,0.0731391890978054
"Rfc2",0.994718747938365,0.899357064528011,0.552890592445509,1.00447389080864,0.806291369601421
"Lat2",3.07137990763158,2.10052159810993,1.69353463083159,2.14671528700322,1.6845361428944
"Eif4h",1.04351306601089,1.03840007154241,1.19361779716116,0.983325733887972,0.994173414096655
"Limk1",0.0590824005135111,0.0747996118378041,0.0574547954692851,0.106758068199898,0.0145549750190073
"Mettl27",0.00886574045963983,0.0100427880099948,0,0,0
"Gm43372",0.0199989187164122,0.0209372060626628,0,0.0484350864811793,0.0121524227082504
"Abhd11",0.218272642937368,0.340139731465826,0.338077074993267,0.223060922887464,0.262125557463361
"Stx1a",0.0150905067689394,0.0159625256421547,0.00934539147683539,0.0145220175309128,0.00536708099900331
"Bud23",0.540873131442406,0.466408831713454,0.336488893367365,0.658270284866998,0.407159851849674
"Dnajc30",0.618582982343706,0.533745022669516,0.527854365893569,0.437740093311057,0.450279092858041
"Tbl2",0.524232488331831,0.639062638534669,0.552852420408116,0.545943345865183,0.557404527088817
"Bcl7b",0.804083762845254,0.707452728017122,0.79357290223964,0.754584109251405,0.747354557683062
"Baz1b",0.532464357127909,0.440983712599022,0.345403093932314,0.31404190539966,0.467195078286237
"Nsun5",0.126524416217178,0.174570629283076,0.120501528470172,0.131252949237893,0.166372396587553
"Pom121",0.0674454320952664,0.117552024111777,0.0820648887431055,0.126331475087288,0.0690430569197047
"Hip1",0.0325906642761694,0.0292977309660663,0.0730757163415887,0.0217294878379543,0.0231156260756789
"Ccl24",0.0101481173824028,0,0,0,0.00542400604606208
"Rhbdd2",0.0755461673354923,0.0701433741447245,0.0247252202727447,0.132252496575416,0.241480267560722
"Por",0.235291013996558,0.167189578382172,0.1506201703111,0.234830909026928,0.18603838416318
"Gm16061",0,0,0,0.0273616971170999,0.00776258412206604
"Tmem120a",0.795966743532609,0.630651191033906,0.521666708494379,0.646847931445997,0.609936633720962
"Styxl1",0,0.0176390858114193,0.0197058948923534,0.0130913241261687,0.0231905144711542
"Mdh2",2.97414983252,3.11907678813236,3.4454656104643,3.64903300646687,3.420584369993
"Hspb1",0.00930588920341492,0.00428236732489433,0.0096240130060703,0,0.0330547936014679
"Ywhag",0.601966870910259,0.786229173161786,0.697483604682472,0.534023500153761,0.733787125982305
"Ssc4d",0.026010090619171,0.0197286847683788,0.0216931952375076,0.0150831598040144,0.0349392531159528
"Dtx2",0.510796919549277,0.416872933658921,0.411640677015254,0.451919975688275,0.370366869681507
"Rasa4",0.0832343089498827,0.1008301789942,0.0206748915353888,0.0608595175855516,0.0788322534024473
"Polr2j",1.55315460935811,1.74078714145465,1.34767840147552,1.70352740328294,1.45902416785513
"Lrwd1",0.164381998219809,0.136658257818717,0.14562499165754,0.0839028306958596,0.120277004718507
"Alkbh4",0.25611919661577,0.150398978634995,0.170329692505076,0.215242412830567,0.133577296482726
"Orai2",0.175349293124673,0.134461462136157,0.0917935360957959,0.0841170325831434,0.256835292466422
"Prkrip1",0.173879970784916,0.265625614080107,0.250887197562166,0.268740728408441,0.214509189585113
"Sh2b2",0,0,0,0,0.0276639366492441
"Cux1",0.590225994145755,0.524725987197994,0.585233631921335,0.452028540775517,0.558406937689081
"Gm38082",0.0177869764869693,0,0,0.0199664634258438,0
"Myl10",0,0,0,0,0
"Ift22",0.318371215218733,0.551279906301588,0.286465497700069,0.444623705501506,0.415074654424607
"4933404O12Rik",0.060481210032026,0.069230725885619,0.0506734110435653,0.0904426947910139,0.0328502365995918
"Fis1",10.4046624633829,10.6507519813331,10.955561798485,10.9707644943657,9.72589400702967
"Znhit1",1.14398282487371,1.3069563570539,1.04632747849406,1.11257006592808,2.22749477725745
"Plod3",0.347863385298094,0.444306364584713,0.278923347515907,0.477520686170447,0.418546596529025
"Ap1s1",0.583245810956805,0.545315717362996,0.769570250291074,0.897974199552378,0.505635740126826
"Trim56",0.172548715461755,0.222816656863782,0.119546315714314,0.349500776619114,0.242697292812386
"Ache",0.107503060810336,0.207939943222046,0.2184637250153,0.192309830679625,0.0807958551649078
"Ufsp1",0.0447617564657889,0.0487890063434075,0.0414759223792852,0.0187425503045077,0.0427077015912054
"Srrt",0.47146065927271,0.486688894988836,0.633382399629944,0.671584788395307,0.486123884954299
"Trip6",0.0181771706079987,0.00464547707501936,0.00990430627830356,0,0.0122570099139441
"Slc12a9",0.0623339858265228,0.0892236437934061,0.0593027897452759,0.0534733374350805,0.0620570030294941
"Pop7",0.469208252635357,0.482426825438021,0.391678066721144,0.395969882847957,0.531986324621795
"9130604C24Rik",0,0.00189799976418918,0,0.0171848009245399,0
"Gm8066",0.00878841939914614,0.00677041750643733,0,0,0.00536306540079814
"Gigyf1",0.103348659424451,0.12828547506721,0.0524773758322458,0.0731995563060216,0.0822892578902474
"Gnb2",4.03623716176202,3.51299992440212,4.02508879164226,3.56462217416589,4.34990309427986
"Mospd3",0.851054875330207,0.684845402895154,0.895187185704247,0.781094114389817,0.61555021120034
"Gm7285",0.00836987465411432,0.00786790317507179,0.00759486971035616,0,0.00175066901262312
"Gm36266",0,0.0107949270001657,0.00744713321506435,0,0.0152356847654125
"Lrch4",0.0186889114599551,0.0163656930724067,0,0,0.0194667431813778
"Gm20605",0,0.0065782416064153,0,0,0.00434269301088369
"Sap25",0.0162100337687163,0.00680912412178491,0.0118779079976614,0,0
"Agfg2",0.157918023158761,0.170473953721881,0.0689866109794088,0.196514914526072,0.113586047947338
"Gm15753",0.0389205795042083,0.0112317167153091,0,0,0.0117567437329617
"Tsc22d4",1.86766789293294,1.24464028023021,1.0300665497943,1.38795594798859,1.06696189884176
"Ppp1r35",0.427651745054838,0.475994023371814,0.47812639502614,0.67279134969353,0.474390581159406
"Mepce",0.142198848133751,0.124170193395767,0.10688822341539,0.0437287592955337,0.142124930543554
"Zcwpw1",0.00908164109545827,0.0646146694750936,0.0301496596095676,0.0721864889497151,0.0726682075178215
"Pilra",0,0.00316760378756956,0,0.0146036407154561,0
"Pilrb1",0,0,0,0,0
"Pilrb2",0,0,0,0,0.00509637833769324
"Zkscan1",0.0791881060528981,0.156158190748419,0.203987951780887,0.0968283878941363,0.0804645560149178
"Zscan21",0.129248603147433,0.13815692280467,0.185447008394638,0.139418858128317,0.216670938374856
"Zfp113",0.0407168488658107,0.0857083129307765,0.10559637003526,0.014103981026463,0.0347426355392189
"Cops6",2.63525607898446,2.091379849817,1.95856832797466,2.08514852071352,2.01369709862527
"Mcm7",0.071398036889838,0.130318534787902,0.135597873964927,0.111777642304029,0.101473957921892
"Ap4m1",0.125469422118919,0.052089337439314,0.0673880882814741,0.0852628671805373,0.0644854085985354
"Taf6",0.401255828135013,0.393385251343359,0.397469698673555,0.360442297310423,0.832760077300207
"Cnpy4",0.0628845374076458,0.0586581315427874,0.141571626634343,0.06301401667741,0.0683268955344385
"Mblac1",0.00542166856087782,0.0396624189898499,0.01198620889013,0,0.0090906278090074
"Lamtor4",2.8328835254238,2.08210743567936,2.30522318962645,2.12530763627538,1.54185815397854
"Map11",0.0579981725657329,0.0604921115791784,0.0627060524250348,0.0153969814197173,0.0218225107374019
"6330418K02Rik",0.0309619302540536,0.0197586646410518,0.0188594581871059,0.069331109674448,0.00924925453016067
"Stag3",0.0138802461143028,0.0193791860428356,0,0.0187932881493539,0.0365865967190223
"Gm10874",0.00632443363371543,0.00575927755000983,0.0064442822226425,0,0
"Got2-ps1",0.0393866323985634,0.0171593141088317,0.00927573629099224,0.0541477721144134,0
"Zfp157",0.0847382846986346,0.0494858346935778,0.0624995261595853,0.11322426158637,0.0571103489837355
"Zfp68",0.196898930714079,0.161956750316704,0.0933234361940278,0.0973554146370967,0.235192044832199
"A430033K04Rik",0.0226993457229336,0.0140060959736962,0,0.0600134537413858,0.0218808245769681
"Pdgfa",0,0,0,0,0.00704541021962688
"Prkar1b",0,0.00247059112327398,0,0,0
"Gm15672",0,0,0.00682718134647077,0.0177072630549656,0.00256225429480052
"Dnaaf5",0.0681859398868289,0.0362247816159766,0.00771196421884892,0.0215072097418619,0.0387257979118915
"Sun1",0.100733994891909,0.0708593648006231,0.0294560828242726,0.159094779272484,0.0710773861870071
"Get4",1.24686479362302,1.47754308219251,0.772993323901168,1.2668149575411,1.00592680831897
"Adap1",0.071006605623122,0.039606553173675,0,0.0338838248215396,0.0189820383960859
"Cox19",0.62995682300404,0.600446476221848,0.62115972588269,0.527858211433469,0.624050558490009
"3110082I17Rik",0.00688904086058523,0.0535072591891459,0.0306807572421414,0.0146718686607394,0.0166225845603658
"Gpr146",0.14287772275436,0.00569837567564472,0,0,0.012026580594121
"Zfand2a",0.0385310971456739,0.0383614386288199,0.139583092340687,0.0922184781494797,0.0449013942874836
"Ints1",0.14098337919177,0.131416842850908,0.127379348815275,0.0455064276653766,0.0615096086856235
"Mafk",0.0129402783095069,0.0505851244181148,0.0544087425418251,0.0524235256896443,0.0239012390636162
"Psmg3",0.330078965668744,0.280532243348159,0.283589834232045,0.333000390712756,0.28693712147612
"Mad1l1",0.147271546325829,0.131265078287374,0.0965654210595578,0.0733528331994059,0.172733345910241
"Nudt1",0.128012847893196,0.0978097611329984,0.076300637810396,0.0892348112779311,0.105915862561419
"Mrm2",0.0705818423094721,0.0638400020311917,0.126072419245678,0.162156743782185,0.0613728308563213
"Snx8",0.252210319662223,0.142220068510585,0.152088872753826,0.161267901135866,0.12825713483579
"Eif3b",1.36669381107293,1.1832343932275,1.14880805395983,1.1043410383009,1.17351499451903
"Chst12",1.73654069872999,2.13749114657173,1.4143246021931,1.67384631231487,1.56784422242503
"Lfng",0,0,0,0,0.0245375044863784
"Ttyh3",0.0562094041952248,0.0294790556481476,0.0598646707738796,0.0383627192514071,0.0303616591806981
"Iqce",0.0369255585659223,0.0198009624933831,0.0719867138074437,0.0690764208131825,0.0706473742741947
"Brat1",0.0685331697727299,0.0633674768338164,0.139922869920393,0.122970497376128,0.068978582329526
"Amz1",0.0561256177466722,0.0104051271804572,0,0.0263891565756789,0.0170841570618574
"Gna12",0.0310151798481479,0.0140632014205209,0.0327796664402532,0.0376611840345519,0.0238886303830151
"Card11",0.228041373618307,0.315651779365181,0.253256986782567,0.227691983611766,0.379555231161318
"Gm6433",0.0147064223886443,0.00662947282635498,0.00435813440716557,0,0.00381730959966911
"Foxk1",0.171284463014813,0.07205993484473,0.0489002236581901,0.0976121971178402,0.0943465215253139
"Ap5z1",0.0784923433535787,0.0655621956897735,0.051223673404206,0.0145730431372973,0.0827943255809784
"Mmd2",0,0.00123195074220405,0,0.0166320810223487,0.00268833387779719
"Wipi2",0.659772368281929,0.563163929577157,0.521062337007231,0.49939465866922,0.557236160429707
"Slc29a4",0,0,0,0,0
"Tnrc18",0.0538988028291778,0.063652860480646,0.10465545374212,0.0410481894287639,0.054891844058887
"Fbxl18",0.047703931800976,0.0362813627569562,0.0253062223010093,0.047048161153389,0.019739119034278
"Actb",119.669899691762,63.6836381451975,181.937317606642,75.7894593598106,99.9951686944463
"Fscn1",2.13461815258118,1.25257758621011,2.2333055859152,1.87236845508368,0.526535571702259
"Rnf216",0.271760684176626,0.277287616562643,0.354153914553999,0.277988922087018,0.155097525692019
"Rbakdn",0,0.0025335647337139,0.0333271399510833,0,0
"Rbak",0.0336673697401352,0.0238737364146841,0.0470106937966877,0.014103981026463,0.0441144661982315
"Zfp12",0.0715870849754955,0.0831060944530643,0.0893689934157653,0.0396549474713822,0.0553474280868003
"Zfp316",0.0560278431376744,0.0296971280041441,0.0147376883375578,0,0.0199256091784373
"E130309D02Rik",0.17952366873275,0.19305055929206,0.12692293645272,0.157908842297451,0.15973088014802
"Zdhhc4",0.24288326860284,0.365161975438014,0.478403387352605,0.305265328797346,0.452642723589059
"0610040B10Rik",0.125484053104799,0.135994768182188,0.0687189892738678,0.0511963175998253,0.101026431558791
"9530056K15Rik",0,0.00390224461234045,0.0177350544557514,0.0153969814197173,0
"Kdelr2",5.76833456800123,6.05513756438938,7.18575720226352,5.40165746662249,7.11741914328889
"Daglb",0.1589039795682,0.150829351541786,0.108570916824481,0.181956867090215,0.116319284308311
"Rac1",3.71796822873779,3.28443900026233,3.63017662837906,3.58928086977357,3.51216602322603
"Fam220a",0.0231437448128919,0.0040855079451493,0,0.0228207555409162,0
"Cyth3",0.0595433162780479,0.0220389529882338,0,0.0177046789508089,0.0176261105478494
"Usp42",0.14096148469325,0.151446942563131,0.0576492952837806,0.145191127287507,0.0941044238974811
"D130017N08Rik",0.0207520690176098,0.0290769038684292,0,0.0612782719432127,0.0309518983416118
"Eif2ak1",0.588022503748607,0.437962980079775,0.293861312008296,0.337548762366645,0.382849738334572
"Ankrd61",0,0.00337629114268611,0.0242184800439575,0,0.0044647156746369
"Aimp2",0.302441270217158,0.462882063280839,0.289559047193369,0.409874517206727,0.287671917334059
"Pms2",0.174739211597867,0.128455288529601,0.188995710004206,0.218432203483097,0.268471809471318
"Ccz1",0.915723165974416,0.952880206577428,0.750030107066303,0.884909424996776,0.864508744452896
"Lmtk2",0.104543571546166,0.0728851200772992,0.106460155162937,0.0901341779865256,0.126866157857865
"Bhlha15",0.666574999066049,1.09865228299249,0.633659943285922,0.828753086305041,0.577140035600735
"Tecpr1",0.173081595840894,0.124551952041226,0.124261441895135,0.0876120720542728,0.0853882467184338
"Bri3",0.64262526722981,0.757676674903104,0.237032414599723,0.347532737106603,0.504240038375924
"Gm15708",0,0.0029889773968199,0,0,0
"Trrap",0.21018584838027,0.131613940767412,0.190543140718387,0.129640666661579,0.213237224898935
"Smurf1",0.0546384121332615,0.0310002759738465,0.0354326781625643,0.0560025587816803,0.00218262816890778
"Arpc1a",2.44776766917221,2.38917806976198,1.94537023678177,2.71511777762672,2.12926983508665
"Arpc1b",9.58644372412116,7.9089689501426,9.75550298329043,7.14828451681682,7.90436951819583
"Pdap1",1.64515308996713,1.41840159368251,1.65266466285434,1.20683711253723,1.5659639317061
"Bud31",1.05546953181474,1.15988523904887,1.43952939793797,1.39823999684633,0.996666838408707
"Ptcd1",0.0354841505940333,0.0634478782533502,0.0809270357121319,0.0679900600332693,0.0941041236430673
"Cpsf4",0.157775672604946,0.185265267222303,0.216770452330425,0.241745014957532,0.154559775514227
"Atp5j2",18.666968439668,15.8447852589479,19.9999796090286,21.1907894716769,16.9962505026695
"Zkscan14",0.281979352889089,0.224757012697423,0.371446852395035,0.17428554504506,0.217437267982215
"Zkscan5",0.0909954801740088,0.0491436382133138,0.0496540206167126,0.0653400340113813,0.0464989918174685
"Zfp655",0.297843712252889,0.23310692193303,0.21745294352192,0.18269740846142,0.141066753078136
"Zscan25",0.137176850194762,0.0643131060942312,0.0933506291527145,0.129929383658485,0.156284360535456
"Gm42636",0.0281180646414164,0,0.011074688691011,0,0
"Rnf6",0.498828052825183,0.775891748376951,0.711902817505791,0.413322451813125,0.558620619679486
"Cdk8",0.175513703277069,0.113497190945133,0.130645341904525,0.143368609055151,0.136860506035552
"Gm8494",0.0165544624603544,0.0166194337301345,0.0452700737867428,0,0.0122664736353175
"Usp12",0.0571657861775564,0.0912615884128836,0.0481204204253267,0.0804730345858936,0.069638581932922
"Rpl21",49.9607912127009,49.241520085726,77.0848892086803,49.1437370602044,69.1815629416684
"Gtf3a",0.321827436081292,0.519665926647755,0.335143608353947,0.503297214024829,0.395194929607619
"Mtif3",0.263260823133642,0.183647515078807,0.227445095969461,0.375000181435154,0.215635083211155
"Lnx2",0.113136263297134,0.0757806988555638,0.101925210987211,0.0191254777451055,0.0583367023554718
"Polr1d",3.2235008421719,2.90008853592971,3.3869896974325,3.11089868994181,2.8207115721205
"Flt3",0.0588889080084925,0.0760318958281864,0.0589231442323571,0.0730164739417109,0.116834352565494
"Gm6054",0.0121644033074712,0.00156899719943948,0,0.0187687132366996,0.0166141140139294
"D5Ertd605e",0.0129570129968139,0.0232830410518361,0.0514095241022156,0.0298451055995081,0.024983207479697
"Gm43461",0.0114831883254657,0,0.0113379090206914,0,0.00634564618224044
"Pan3",0.115100730472307,0.15407527308382,0.117324134759153,0.184532504316234,0.210987221623844
"Gm43155",0,0,0,0,0.0040443934168792
"Pomp",3.7915819411292,3.37089621653886,4.99044373186435,4.0488517744381,4.24128896802637
"Slc46a3",0.330226419382637,0.591711727518771,0.341389821068256,0.641612320939987,0.436372212451718
"Mtus2",0.0354308798210559,0.00604527636946553,0.0149758573662937,0,0.00568763958933356
"Gm10167",0,0,0,0,0
"Slc7a1",0.122385881842975,0.16696467167661,0.0513597164184781,0.0712716006422779,0.115330247944159
"Ubl3",0.827203314704278,0.564068390146202,0.733657486197153,0.642887434454639,0.722871844692626
"Katnal1",0.0543714122670152,0.0551066403341519,0.00884286162684093,0.0477810627038017,0.0241983635328207
"1810059H22Rik",0,0.0293193055022149,0.0266961049782558,0.0568023389885576,0.0186006420680888
"5930430L01Rik",0.0914626842120838,0.195409416734866,0.0696080777019495,0.141712951800866,0.24358911736279
"Gm15411",0.189206410221104,0.150520891302387,0.112933153101758,0.0733612502935006,0.133056087262004
"Hmgb1",12.719665289057,8.29900179339766,11.0469032857716,10.8926429263012,10.4667655482409
"Mm2pr",0.0136855193478978,0.0193550069687291,0.0261553857411268,0.0217294878379543,0.00593747412010992
